Threshold	0.5
floating	[0.29819987]
confidence	[0.11329949]
rubble	[0.35846199]
observing	[0.75581351]
pamela	[0.31037939]
rendered	[0.30586097]
classmate	[0.37659724]
orwellian	[0.36613818]
drivers	[0.05176095]
inauguration	[0.44664119]
holidays	[0.39486984]
old	[0.20250185]
schoolteacher	[0.62730275]
national_monuments	[0.09768656]
anywhere	[0.15281128]
unique_perspective	[0.49144045]
missile	[0.07151492]
small_children	[0.95328911]
shy	[0.48948432]
capacity_building	[0.14781351]
commemorating	[0.23029417]
subcommittee	[0.02280517]
sea_level	[0.45496449]
expecting	[0.58549727]
luis	[0.30134175]
crazy	[0.28938904]
promotions	[0.14194423]
family_and_small_business_taxpayer_protection	[0.38125762]
shirley	[0.22846847]
team_member	[0.37177688]
fences	[0.8161611]
tourist	[0.37572952]
legislative	[0.21196434]
autonomous	[0.16638198]
aft	[0.40673554]
gun_safety	[0.49365871]
deserving	[0.06456389]
dayton	[0.07045355]
hospital	[0.0596762]
lasting_legacy	[0.0825869]
press_secretary	[0.68854976]
rubberstamp	[0.72708791]
passionately	[0.59510738]
crop	[0.00964547]
grandfathers	[0.57124029]
demonstrators	[0.89767851]
813	[0.23732621]
bell	[0.10965991]
inadequate	[0.055852]
coliseum	[0.73018336]
tech_companies	[0.41938452]
blocks	[0.11751405]
brave	[0.18240904]
children_and_adolescents	[0.41339187]
weight_gain	[0.28227134]
345	[0.39767989]
illegal_drugs	[0.33008138]
aeromedical	[0.15315165]
boy_scouts	[0.21676646]
alaskans	[0.37033297]
climate	[0.0384235]
drug	[0.05557314]
child_born	[0.83472513]
enriched	[0.28341346]
honor_guard	[0.21497713]
working_americans	[0.43808729]
factor	[0.13526411]
fortune	[0.47667853]
overlook	[0.8168706]
uyghur_forced_labor	[0.45091784]
northwest_ohio	[0.37244791]
contraceptives	[0.64564036]
5961	[0.40930146]
associate_justice	[0.74472313]
forest_service	[0.02434306]
large_numbers	[0.52090925]
spine	[0.23793798]
warfare	[0.04901347]
percent_inflation	[0.72037534]
nit	[0.26777995]
transcend	[0.571028]
struggles	[0.27494309]
molinaro_of_new_york_page	[0.17674578]
general_government	[0.04609122]
fresh	[0.10608438]
tom	[0.06345323]
70th_anniversary	[0.20018979]
abused	[0.18747437]
splash	[0.33847296]
disparage	[0.76697102]
cori_bush	[0.55989623]
white_house	[0.13486054]
104	[0.09821784]
unobligated	[0.30963301]
energies	[0.20310578]
block_grants	[0.16773987]
flourish	[0.10769209]
breakfasts	[0.32181686]
local_police	[0.52589542]
buses	[0.29312093]
el_dorado	[0.22204494]
workload	[0.26256038]
preserves	[0.32760489]
112	[0.18961758]
lapd	[0.338233]
suburb	[0.40359822]
plutonium_pit_production	[0.4681613]
determining	[0.182014]
sincerest	[0.19563475]
moral_responsibility	[0.92019451]
retailers	[0.04451272]
creations	[0.86396384]
weigh	[0.3076699]
tight	[0.3666976]
lived	[0.20338218]
franklin_county	[0.0975005]
grow	[0.00846143]
florida_state_university	[0.13603749]
ernie	[0.31721724]
guidelines	[0.12070142]
settlement	[0.1723749]
crane	[0.07450649]
families_act	[0.56828241]
mahsa	[0.29475659]
paltry	[0.62875697]
regular	[0.04673229]
sand	[0.2520531]
subcommittees	[0.10336026]
american_bar_association	[0.15222491]
exclusions	[0.25889781]
mega	[0.42376647]
generating	[0.05189281]
oversight_efforts	[0.56584326]
seeks	[0.05490436]
johns_hopkins	[0.22147058]
southern_university	[0.11533114]
haul	[0.39178424]
aunts	[0.7542398]
abrams	[0.57144889]
president_reagan	[0.5218435]
thanked	[0.53120453]
fiscal_health	[0.52382176]
somebody	[0.22220066]
74	[0.13494261]
ongoing	[0.03462947]
walked	[0.42545798]
transfers	[0.1369345]
foreign_gifts	[0.25684725]
best	[0.04716612]
fourth_largest_economy	[0.34254552]
riverview	[0.3852737]
amphibious_ships	[0.4662953]
spray	[0.51560215]
lewis_voting_rights_advancement_act	[0.44687256]
helicopters	[0.09391434]
persons	[0.19940452]
potatoes	[0.15357494]
duvall	[0.31059049]
social_safety_net	[0.22501915]
its	[0.02325076]
damages	[0.04609699]
instructors	[0.05094987]
stand_firmly	[0.40670418]
air_service	[0.26109562]
islamic	[0.15928541]
vocational	[0.07944257]
actively_working	[0.16237555]
brister	[0.23673724]
aspect	[0.11224042]
attained	[0.54317432]
durenberger	[0.3945296]
pausing	[0.69048826]
a_20	[0.22564366]
nascar	[0.30819796]
senior_citizen	[0.30167596]
ciscomani	[0.48852813]
file	[0.11977207]
bullets	[0.46998544]
bernstein	[0.4111392]
percocet	[0.90239825]
controlled	[0.05352383]
invoked	[0.25812093]
instead	[0.16739305]
460	[0.35859116]
pipes	[0.14138709]
served	[0.04199989]
maricopa_county	[0.54595061]
diverse_backgrounds	[0.29843139]
relevant_information	[0.24700201]
societies	[0.82820705]
accommodations	[0.58213899]
bargaining_chip	[0.54508165]
colorado	[0.0521428]
acknowledging	[0.32518895]
2028	[0.08629283]
christians	[0.20421568]
mullen	[0.13825927]
rico	[0.54592043]
broadly	[0.37867279]
presidential	[0.17799201]
hakeem_jeffries	[0.20154435]
preeminent	[0.09513063]
chips_act	[0.57900596]
moh	[0.56179303]
graduating_class	[0.40332295]
beneficiaries	[0.23196629]
colleges	[0.05331844]
abdicated	[0.87930309]
villa	[0.29353784]
preference	[0.40628847]
raise_capital	[0.53896856]
shovel	[0.6867989]
negro	[0.36072712]
deadly_drugs	[0.23226309]
protective	[0.07210407]
afterschool	[0.26577555]
rising_costs	[0.17196244]
kugler	[0.38336472]
gouging	[0.79778276]
fdic	[0.73658308]
apparently	[0.39386308]
regain	[0.73725331]
outbound	[0.35123942]
psychiatric	[0.46355908]
kentucky	[0.06250869]
minimums	[0.60865421]
armed_forces	[0.05283173]
correct	[0.53807046]
courts	[0.21436611]
san_rafael	[0.09547674]
40	[0.03856178]
appropriations_committee	[0.09706316]
israeli_military	[0.42512311]
heap	[0.5542296]
future_leaders	[0.12811618]
mentioned	[0.17626314]
paperwork_burden	[0.46771747]
fuller	[0.07834086]
notable	[0.1360022]
ecuador	[0.27453061]
onerous	[0.12187699]
wealthy_tax_cheats	[0.14658523]
barbara	[0.04817685]
competitive	[0.04775082]
breaking_news	[0.41716724]
million_illegal_border_crossings	[0.91720858]
hate	[0.14889899]
legal_process	[0.91597271]
jurist	[0.40527304]
feels	[0.3319026]
bipartisan_and_bicameral	[0.39375994]
funding_provided	[0.04025954]
canine	[0.19996863]
bands	[0.16390996]
thanksgiving	[0.49614905]
hispanic	[0.04177967]
deported	[0.73251428]
kacsmaryk	[0.54791817]
house_freedom_caucus	[0.76990123]
junior_high	[0.39946621]
pledges	[0.61290042]
governed	[0.559562]
echoed	[0.49775168]
carlson	[0.10386723]
before	[0.10788686]
killer	[0.07835738]
clinicians	[0.50579964]
everyday_lives	[0.57445892]
title_iv	[0.26203544]
defer	[0.76552115]
thunder	[0.45060522]
676	[0.10980998]
exercises	[0.31705333]
helena	[0.20857985]
1986	[0.02503069]
distort	[0.44436692]
250	[0.11815433]
origin	[0.06864076]
blues	[0.31288572]
upstanding	[0.52152866]
hiring	[0.08467189]
racing	[0.24416716]
support_services	[0.06769177]
pogroms	[0.60100398]
bubble	[0.66088773]
drinking_water	[0.0265741]
foster_care	[0.05446707]
fort_bragg	[0.53586823]
cares_deeply	[0.47192708]
gunshots	[0.88749505]
works	[0.02990141]
cut_medicare	[0.9469717]
southwest_border	[0.21314367]
entire_communities	[0.28591963]
joan	[0.03939321]
heroic_actions	[0.36541837]
collaborated	[0.07711241]
douglas	[0.01891853]
miguel	[0.05645692]
penn_state	[0.09216918]
retirements	[0.39383311]
renewing	[0.33736615]
tireless_dedication	[0.1529039]
selfish	[0.84988366]
firmly	[0.16177419]
senate_stands_adjourned_until	[0.40920451]
charleston_county	[0.25142398]
deep_respect	[0.67774256]
warm	[0.11419942]
hugely_important	[0.11810205]
327	[0.26096114]
races	[0.28538117]
teachings	[0.45153593]
feed	[0.0241437]
holsenbeck	[0.12214027]
racial_and_ethnic	[0.3163002]
illicit_fentanyl	[0.15278335]
stand_strong	[0.58405671]
decorating	[0.33752292]
followed	[0.09745799]
defenseless	[0.3594897]
advised	[0.18191418]
spending_money	[0.25545536]
116	[0.42662754]
reclamation	[0.18337891]
iranian	[0.03937725]
incoming	[0.08941425]
antitrust	[0.22485643]
expand_production	[0.25919462]
lauded	[0.35597153]
llc	[0.02177446]
boycotts	[0.54436133]
ogles	[0.28146271]
graphite	[0.24533394]
pioneers	[0.41179317]
biologically	[0.79381554]
technological_innovation	[0.36361391]
facebook	[0.16846649]
economic_prosperity	[0.08924039]
off	[0.08899817]
ltg	[0.12435285]
heartbreak	[0.39861884]
prestigious_award	[0.23288908]
introduce_legislation	[0.19927351]
hobart	[0.30942012]
conservation_practices	[0.23886832]
aunty	[0.25816075]
weapons_of_war	[0.6839209]
budge	[0.88956725]
tales	[0.5478016]
rescissions	[0.6246847]
colleges_and_universities	[0.11720583]
calculator	[0.79051081]
assignments	[0.05113038]
bodies_of_water	[0.05515739]
tusk	[0.77066365]
maintains	[0.039397]
steelworkers	[0.69903661]
quietly	[0.6349348]
created	[0.07149261]
pacific_islander	[0.10147328]
partisan	[0.38123533]
commissioned	[0.06148996]
enriching	[0.05729391]
shasta	[0.19807311]
students_and_parents	[0.47457113]
nonproliferation	[0.15600126]
loving_family	[0.25390803]
flights	[0.17860449]
library	[0.0445946]
2025	[0.17147972]
dobbs_decision	[0.57599722]
excesses	[0.78082207]
unlv	[0.13708114]
explains	[0.24293034]
subjected	[0.17090121]
fusion	[0.24233158]
78	[0.1507839]
50th_anniversary	[0.06046823]
bombers	[0.26829085]
core	[0.14933066]
click	[0.92669521]
annual_funding	[0.52697172]
commands	[0.15848953]
dare	[0.39153711]
keenan	[0.21056947]
hard	[0.09330821]
indian_affairs	[0.14198555]
kern	[0.39346702]
grader	[0.37330484]
bachelor	[0.02864054]
isis	[0.21533304]
zionist	[0.61064421]
bloody_sunday	[0.78935921]
bluff	[0.45909659]
oppose	[0.140191]
mediterranean	[0.42211757]
distorted	[0.45390044]
purple_heart	[0.18738723]
north_america	[0.08724735]
defending_democracy	[0.78774407]
close_friend	[0.49711081]
horrific_attack	[0.64260256]
perimeter	[0.39271776]
martin_luther	[0.71104806]
precautions	[0.63888364]
figure	[0.1726089]
ideologically	[0.75629179]
jonathan_jackson	[0.46278096]
designing	[0.22284227]
sure	[0.18388828]
taiwan_strait	[0.54735837]
ardent	[0.34871864]
military_training	[0.59482153]
hearing	[0.07801905]
vastly	[0.21263685]
know	[0.10105025]
columbia_law_school	[0.39875055]
dustin	[0.10703597]
aliyev	[0.61553613]
packages	[0.41217384]
elmer	[0.10472737]
congressional_review_act	[0.13466373]
sporting_events	[0.29358167]
dearest	[0.70258361]
arena	[0.15489835]
deserves	[0.0478743]
civic	[0.02802496]
seeking	[0.13448015]
kinds	[0.26758579]
relevant	[0.07047763]
afford	[0.11786483]
picnic	[0.41177533]
teenager	[0.50891342]
whip	[0.52439982]
narcotics	[0.06223816]
sexually_assaulted	[0.48484587]
chemistry	[0.14146266]
spearhead	[0.14639732]
thing_called	[0.90415962]
600	[0.3389589]
tangible	[0.15393537]
therapist	[0.15273544]
minister	[0.04540641]
sierra_county	[0.19042622]
kc	[0.1725873]
disaster_survivors	[0.58229147]
south_asian	[0.42488794]
unprovoked_war	[0.29694394]
expressions	[0.50336843]
repair_projects	[0.21941556]
paperwork_reduction_act	[0.3620654]
withdraw	[0.08403417]
curwood	[0.71888417]
han	[0.49230361]
tapped	[0.33508989]
regulatory_agency	[0.41816303]
animals	[0.09015359]
documentation	[0.28319665]
decided	[0.2322018]
husband_and_wife	[0.09086361]
soar	[0.4948244]
reconnect	[0.26918244]
927	[0.39272017]
program_helps	[0.28097364]
city_manager	[0.3122262]
affordable_insulin	[0.75648211]
extensive	[0.01792028]
pronounced	[0.77924235]
sign	[0.14551721]
subject_matter_contained_in	[0.34234195]
carolina	[0.23148402]
earthquake	[0.10264124]
arson	[0.48231808]
shining	[0.04912847]
adjustment	[0.17403073]
feats	[0.56484921]
sixty	[0.5368013]
2747	[0.45073081]
considerate	[0.48587266]
scanlon	[0.17936962]
assumption	[0.40810655]
farming_community	[0.2175313]
campaign_manager	[0.34894552]
respects	[0.15663502]
veterans	[0.06039971]
smith	[0.01283235]
injecting	[0.45445832]
covid_vaccine	[0.31983692]
dissidents	[0.74705662]
handguns	[0.41471778]
spear	[0.4790666]
rising_star	[0.36063411]
260	[0.37496183]
cra_resolution	[0.2344615]
psc	[0.21761624]
stigma	[0.18176307]
periodically	[0.87947326]
symbolic	[0.77888749]
weekends	[0.78523894]
motion_to_vacate	[0.75640371]
seventh_district	[0.54445029]
moving_forward	[0.11298911]
postseason	[0.57021822]
assignments_include	[0.32699491]
omb	[0.12552368]
incur	[0.33172684]
collin	[0.19135571]
senior_senator	[0.20160791]
pressure	[0.06952476]
magic	[0.52470278]
hired	[0.12901398]
comparison	[0.24896234]
parameters	[0.70848742]
alicia	[0.18852121]
federal_register	[0.3230375]
dreams	[0.23907143]
ravaging	[0.61801974]
breathtaking	[0.43102449]
providence	[0.32816014]
fears	[0.23928195]
diseases	[0.08152768]
brett	[0.10720556]
what	[0.10686317]
stacy	[0.02792055]
expresses	[0.16610439]
bribery	[0.1684386]
cattle	[0.02749074]
cruelly	[0.55872239]
guaranteeing	[0.30767088]
federal_disaster_assistance	[0.2163901]
mindful	[0.50093084]
warmly	[0.59617064]
namm	[0.13192399]
undeterred	[0.69597079]
worse_and_worse	[0.65598157]
networking	[0.21343061]
flyers	[0.21909005]
defense_health_agency	[0.28288446]
tammy_baldwin	[0.55395897]
eugene	[0.10460424]
fail	[0.25843344]
proves	[0.25561881]
profound_impact	[0.0920913]
sit_in	[0.73815605]
mouth	[0.61745276]
professions	[0.70728762]
berlin	[0.45332174]
98	[0.12983039]
hunter	[0.0485186]
surrounding_areas	[0.22557091]
real_action	[0.82219293]
latin_america	[0.14321992]
eastern_washington	[0.36830348]
shenandoah_mountain	[0.07847481]
kgb	[0.56698235]
imminent_threat	[0.48495358]
power_grab	[0.54352172]
horrific	[0.16669228]
return_to_regular_order	[0.70000703]
humphrey	[0.24500097]
press_conference	[0.60200062]
patently	[0.44052142]
75th_anniversary	[0.06798407]
born	[0.04384157]
disqualified	[0.58173611]
toured	[0.37338006]
broadous	[0.0909936]
yuba	[0.06184147]
ab5	[0.42995233]
nevada	[0.08433089]
trail	[0.01780439]
material_previously_referred_to	[0.1480172]
slashing	[0.0919298]
service_delivery	[0.4007458]
digging	[0.19808985]
joya	[0.28467642]
army_achievement_medal	[0.44246119]
invasion_of_ukraine	[0.36806238]
hawkins	[0.1214887]
augment	[0.21949046]
kirsch	[0.19870474]
received_recognition	[0.24354794]
hawk	[0.33447641]
bacn	[0.31083278]
meaningfully_address	[0.43924149]
criminal_activity	[0.40416902]
tireless_advocacy	[0.15110899]
ministry	[0.01551431]
heart_disease	[0.210201]
fiduciary	[0.12339951]
arps	[0.45868712]
fact	[0.15826378]
bravery	[0.09313594]
assistants	[0.252371]
pushes	[0.13418927]
callousness	[0.48764451]
normally	[0.34590027]
function	[0.27393878]
counsel	[0.06774721]
critical_protections	[0.40018034]
apartment	[0.10171262]
car	[0.0831273]
masquerading	[0.45331234]
edwards	[0.2978112]
crt	[0.28537236]
gettysburg	[0.34805608]
spiritual_leadership	[0.26356405]
alum	[0.18244899]
representative_crane	[0.47354795]
irreversible	[0.29852941]
endure	[0.16757683]
ruling	[0.18909136]
simplest	[0.92830923]
southern_poverty_law_center	[0.66864584]
long_and_successful_career	[0.34144688]
overdoses	[0.19137529]
trivial	[0.8351061]
detroit	[0.10183615]
horrified	[0.380966]
myths	[0.67254392]
radical_activists	[0.58736603]
percentages	[0.65121261]
task_forces	[0.47169783]
predominantly	[0.16215045]
misdemeanor	[0.33084762]
splc	[0.57588233]
coming_forward	[0.80728475]
pointing	[0.48428419]
spokesperson	[0.19793538]
handful	[0.57157651]
healthy_food	[0.21841062]
coordination	[0.03251443]
honest_taxpayers	[0.45107575]
ravenel	[0.22349312]
expedition	[0.48008245]
defrauded	[0.65820328]
southern_indiana	[0.53453074]
unwavering_service	[0.10436058]
toolbox	[0.33813341]
onsite	[0.37746946]
town	[0.05729096]
music_festival	[0.56133069]
bankruptcy	[0.29218864]
arielle	[0.54328218]
credit_unions	[0.07288744]
remarkable_man	[0.1028371]
legend	[0.10883134]
university_of_north_texas	[0.13727281]
horsford	[0.36891531]
applying	[0.21653161]
suggesting	[0.37348218]
spearman	[0.15149879]
returning	[0.07403363]
explode	[0.4606335]
constitutional_law	[0.27514986]
memorialize	[0.17974347]
east_asia	[0.65751551]
capers	[0.5488516]
public_lands	[0.08414978]
clark	[0.07540574]
gin	[0.68910712]
puts	[0.10359173]
clarke	[0.21838983]
silly	[0.56438845]
recreational_opportunities	[0.1583046]
simon	[0.60885342]
knee	[0.54444839]
bankers	[0.23689125]
reckless_cuts	[0.59264993]
vicious	[0.63981066]
speedy_recovery	[0.70938239]
guiding	[0.22355342]
gotcha	[0.68786167]
gateway	[0.15665565]
researching	[0.15385375]
lifesaving_care	[0.39797835]
finances	[0.07010326]
writ	[0.52879934]
rashida_tlaib	[0.2306774]
dianne_feinstein	[0.34088984]
sooner	[0.39566792]
unearned	[0.57739831]
monday	[0.23324598]
bart	[0.11449009]
securities_and_exchange_commission	[0.08748807]
proponents	[0.30884989]
senior_master_sergeant	[0.08337781]
extremely_dangerous	[0.86171718]
comptroller_general	[0.05398184]
ev_battery	[0.21761047]
technology	[0.02170227]
interests	[0.05865489]
eighties	[0.82743443]
va_clinic	[0.45512371]
deepens	[0.55617863]
american_legion	[0.07794273]
long_island	[0.37808615]
jo	[0.12513537]
noncommissioned_officer	[0.34437453]
death_row	[0.65664945]
american_jobs	[0.17501469]
devalued	[0.47152639]
1955	[0.19145097]
vacancy	[0.16213349]
durable	[0.23795456]
adding	[0.11683887]
fourteen_years	[0.28722257]
bipartisan_deal	[0.88451641]
grip	[0.30999891]
gray_wolf	[0.19056856]
diminished	[0.47990094]
stop	[0.09333151]
waiting_in_line	[0.93384198]
absolute	[0.27134353]
bonham	[0.25454882]
brands	[0.18779872]
unheard	[0.82822262]
ambulatory	[0.20617863]
pulitzer_prize	[0.61637546]
conduct	[0.03616703]
boards_and_commissions	[0.1471339]
dialing	[0.3546248]
rapidly	[0.06085783]
accelerate	[0.063697]
reminder	[0.26270738]
foreign_terrorist_organization	[0.26477166]
advisors	[0.08663985]
clerk_redesignated	[0.41379936]
california_state_university	[0.16649749]
cups	[0.4723387]
balanced_budgets	[0.93559155]
eli	[0.49929066]
richness	[0.33641205]
anchored	[0.30933825]
evil_empire	[0.86780401]
legacy_continues	[0.33042674]
ready	[0.08668358]
bipartisan_agreement	[0.6675776]
compounding	[0.29123808]
npdes	[0.42000552]
pledge_of_allegiance	[0.15868071]
psychologists	[0.121522]
85th	[0.20070294]
robberies	[0.4022601]
partnerships	[0.01643693]
rangers	[0.39029335]
landed	[0.2133172]
contaminants	[0.20984483]
commutes	[0.76793743]
kansas_state_university	[0.20866122]
monterey_bay	[0.21921842]
foreign_influence	[0.23880167]
counterterrorism	[0.0884375]
firms	[0.09946105]
maddy	[0.12383623]
drug_trafficking	[0.12624654]
service_officer	[0.10442015]
africa	[0.09070074]
optimistic	[0.49686494]
open_doors	[0.51675657]
geopolitical	[0.12676474]
sinai	[0.29683411]
nieces	[0.24445255]
450	[0.39478345]
john_kennedy	[0.83941078]
crosshairs	[0.75267859]
4468	[0.13544683]
brendan	[0.20609615]
hodges	[0.07067149]
reschenthaler	[0.45997087]
gomez	[0.15179939]
nondefense	[0.25065147]
avoiding	[0.3495681]
tends	[0.70963417]
hotter	[0.39638396]
veronica	[0.32194171]
critical_care	[0.25231592]
transmitting	[0.30550257]
antoine	[0.2929885]
catastrophic	[0.10786545]
original_cosponsors	[0.31368758]
flexibility	[0.07653133]
nine	[0.13300785]
rings	[0.69899829]
drilling_for_oil	[0.34769224]
build_things	[0.67031333]
gavin_newsom	[0.56935909]
senior_vice_president	[0.08735257]
exacerbates	[0.36710303]
toss	[0.77291913]
special_treatment	[0.61381747]
majority_leader	[0.24887968]
new_dems	[0.78773752]
dave	[0.03549024]
